Entity,Code,Year,Renewables per capita (kWh - equivalent)
Luxembourg,LUX,2006,1520.0189
Luxembourg,LUX,2007,1606.4764
Luxembourg,LUX,2008,1678.3737
Luxembourg,LUX,2009,1564.9596
Luxembourg,LUX,2010,1536.2596
Luxembourg,LUX,2011,1386.153
Luxembourg,LUX,2012,1671.7043
Luxembourg,LUX,2013,1938.7025
Luxembourg,LUX,2014,2037.2877
Luxembourg,LUX,2015,2147.7832
Luxembourg,LUX,2016,2221.7732
Luxembourg,LUX,2017,2831.845
Luxembourg,LUX,2018,3174.3528
Luxembourg,LUX,2019,3634.593
Luxembourg,LUX,2020,4399.644
Luxembourg,LUX,2021,4670.767
Malaysia,MYS,1965,190.93054
Malaysia,MYS,1966,219.0774
Malaysia,MYS,1967,223.73164
Malaysia,MYS,1968,242.06747
Malaysia,MYS,1969,298.00055
Malaysia,MYS,1970,344.85983
Malaysia,MYS,1971,293.1051
Malaysia,MYS,1972,315.91208
Malaysia,MYS,1973,296.16223
Malaysia,MYS,1974,262.43304
Malaysia,MYS,1975,255.79146
Malaysia,MYS,1976,235.3658
Malaysia,MYS,1977,186.0986
Malaysia,MYS,1978,213.0895
Malaysia,MYS,1979,253.445
Malaysia,MYS,1980,315.206
Malaysia,MYS,1981,340.36783
Malaysia,MYS,1982,319.18478
Malaysia,MYS,1983,361.88516
Malaysia,MYS,1984,694.91864
Malaysia,MYS,1985,737.5606
Malaysia,MYS,1986,783.1342
Malaysia,MYS,1987,915.85425
Malaysia,MYS,1988,1025.1613
Malaysia,MYS,1989,919.85004
Malaysia,MYS,1990,679.7302
Malaysia,MYS,1991,730.2122
Malaysia,MYS,1992,684.0749
Malaysia,MYS,1993,753.29205
Malaysia,MYS,1994,978.6334
Malaysia,MYS,1995,913.07855
Malaysia,MYS,1996,740.9245
Malaysia,MYS,1997,580.70557
Malaysia,MYS,1998,604.2629
Malaysia,MYS,1999,998.3249
Malaysia,MYS,2000,980.75714
Malaysia,MYS,2001,834.7978
Malaysia,MYS,2002,708.1476
Malaysia,MYS,2003,650.42694
Malaysia,MYS,2004,706.55383
Malaysia,MYS,2005,736.4699
Malaysia,MYS,2006,753.8194
Malaysia,MYS,2007,711.2453
Malaysia,MYS,2008,884.95074
Malaysia,MYS,2009,839.54803
Malaysia,MYS,2010,755.1804
Malaysia,MYS,2011,929.6778
Malaysia,MYS,2012,1017.47235
Malaysia,MYS,2013,1196.7408
Malaysia,MYS,2014,1277.3961
Malaysia,MYS,2015,1307.7244
Malaysia,MYS,2016,1803.5974
Malaysia,MYS,2017,2338.1816
Malaysia,MYS,2018,2334.4211
Malaysia,MYS,2019,2338.3413
Malaysia,MYS,2020,2458.5151
Malaysia,MYS,2021,2794.6606
Mexico,MEX,1965,613.22003
Mexico,MEX,1966,677.1959
Mexico,MEX,1967,713.51984
Mexico,MEX,1968,792.49493
Mexico,MEX,1969,813.75116
Mexico,MEX,1970,882.2874
Mexico,MEX,1971,830.27313
Mexico,MEX,1972,857.71484
Mexico,MEX,1973,884.7964
Mexico,MEX,1974,890.65515
Mexico,MEX,1975,789.9362
Mexico,MEX,1976,871.1919
Mexico,MEX,1977,938.49896
Mexico,MEX,1978,774.28613
Mexico,MEX,1979,850.9688
Mexico,MEX,1980,776.88306
Mexico,MEX,1981,1090.9492
Mexico,MEX,1982,1011.41644
Mexico,MEX,1983,903.80316
Mexico,MEX,1984,1004.6917
Mexico,MEX,1985,1184.8962
Mexico,MEX,1986,952.5433
Mexico,MEX,1987,896.95825
Mexico,MEX,1988,985.0851
Mexico,MEX,1989,1099.7549
Mexico,MEX,1990,1063.8125
Mexico,MEX,1991,1003.0083
Mexico,MEX,1992,1147.8693
Mexico,MEX,1993,1125.204
Mexico,MEX,1994,881.3614
Mexico,MEX,1995,1112.7067
Mexico,MEX,1996,1205.4921
Mexico,MEX,1997,1017.8612
Mexico,MEX,1998,953.6552
Mexico,MEX,1999,1184.9432
Mexico,MEX,2000,1195.3435
Mexico,MEX,2001,1030.2874
Mexico,MEX,2002,899.61755
Mexico,MEX,2003,762.6944
Mexico,MEX,2004,903.1589
Mexico,MEX,2005,978.03174
Mexico,MEX,2006,1015.96045
Mexico,MEX,2007,939.7044
Mexico,MEX,2008,1218.7946
Mexico,MEX,2009,883.10065
Mexico,MEX,2010,1137.8114
Mexico,MEX,2011,1101.3076
Mexico,MEX,2012,1013.4107
Mexico,MEX,2013,930.37463
Mexico,MEX,2014,1216.2408
Mexico,MEX,2015,1080.1234
Mexico,MEX,2016,1095.828
Mexico,MEX,2017,1143.0814
Mexico,MEX,2018,1227.5637
Mexico,MEX,2019,1187.0533
Mexico,MEX,2020,1343.2426
Mexico,MEX,2021,1564.9777
Morocco,MAR,1965,268.0361
Morocco,MAR,1966,226.85628
Morocco,MAR,1967,195.31969
Morocco,MAR,1968,215.90599
Morocco,MAR,1969,271.90738
Morocco,MAR,1970,260.57446
Morocco,MAR,1971,286.6962
Morocco,MAR,1972,293.46582
Morocco,MAR,1973,213.75658
Morocco,MAR,1974,233.90157
Morocco,MAR,1975,173.40515
Morocco,MAR,1976,166.19678
Morocco,MAR,1977,221.69525
Morocco,MAR,1978,224.15027
Morocco,MAR,1979,244.05466
Morocco,MAR,1980,227.65204
Morocco,MAR,1981,149.83751
Morocco,MAR,1982,81.52582
Morocco,MAR,1983,66.81479
Morocco,MAR,1984,49.605576
Morocco,MAR,1985,64.34259
Morocco,MAR,1986,83.30297
Morocco,MAR,1987,104.790504
Morocco,MAR,1988,116.68094
Morocco,MAR,1989,141.67725
Morocco,MAR,1990,146.82161
Morocco,MAR,1991,145.07988
Morocco,MAR,1992,112.2229
Morocco,MAR,1993,50.75976
Morocco,MAR,1994,94.798615
Morocco,MAR,1995,67.92424
Morocco,MAR,1996,214.33415
Morocco,MAR,1997,224.81956
Morocco,MAR,1998,189.0689
Morocco,MAR,1999,86.5783
Morocco,MAR,2000,80.981
Morocco,MAR,2001,108.4632
Morocco,MAR,2002,103.198875
Morocco,MAR,2003,160.80157
Morocco,MAR,2004,171.77785
Morocco,MAR,2005,110.19182
Morocco,MAR,2006,107.58511
Morocco,MAR,2007,106.920975
Morocco,MAR,2008,107.84556
Morocco,MAR,2009,257.93674
Morocco,MAR,2010,352.81168
Morocco,MAR,2011,226.17586
Morocco,MAR,2012,193.94553
Morocco,MAR,2013,322.50104
Morocco,MAR,2014,281.70233
Morocco,MAR,2015,342.44904
Morocco,MAR,2016,355.13345
Morocco,MAR,2017,347.18546
Morocco,MAR,2018,477.51138
Morocco,MAR,2019,547.70984
Morocco,MAR,2020,499.60312
Morocco,MAR,2021,546.6156
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,187.59848
Netherlands,NLD,1976,202.29498
Netherlands,NLD,1977,199.7495
Netherlands,NLD,1978,277.12698
Netherlands,NLD,1979,251.46056
Netherlands,NLD,1980,231.33252
Netherlands,NLD,1981,243.61418
Netherlands,NLD,1982,59.170574
Netherlands,NLD,1983,51.31643
Netherlands,NLD,1984,3.7576349
Netherlands,NLD,1985,97.59246
Netherlands,NLD,1986,121.781136
Netherlands,NLD,1987,153.3044
Netherlands,NLD,1988,184.16609
Netherlands,NLD,1989,205.41118
Netherlands,NLD,1990,171.01303
Netherlands,NLD,1991,196.84843
Netherlands,NLD,1992,210.74937
Netherlands,NLD,1993,232.40149
Netherlands,NLD,1994,260.39783
Netherlands,NLD,1995,287.89355
Netherlands,NLD,1996,369.1204
Netherlands,NLD,1997,406.44662
Netherlands,NLD,1998,465.02707
Netherlands,NLD,1999,499.5068
Netherlands,NLD,2000,586.30414
Netherlands,NLD,2001,646.62
Netherlands,NLD,2002,772.86395
Netherlands,NLD,2003,759.7322
Netherlands,NLD,2004,1010.444
Netherlands,NLD,2005,1421.3
Netherlands,NLD,2006,1545.087
Netherlands,NLD,2007,1633.4072
Netherlands,NLD,2008,1936.8414
Netherlands,NLD,2009,2238.8867
Netherlands,NLD,2010,2209.5332
Netherlands,NLD,2011,2498.83
Netherlands,NLD,2012,2500.9844
Netherlands,NLD,2013,2403.4514
Netherlands,NLD,2014,2275.3313
Netherlands,NLD,2015,2599.4102
Netherlands,NLD,2016,2735.427
Netherlands,NLD,2017,3147.7888
Netherlands,NLD,2018,3418.756
Netherlands,NLD,2019,4145.2026
Netherlands,NLD,2020,5801.871
Netherlands,NLD,2021,6823.6714
New Zealand,NZL,1965,12678.677
New Zealand,NZL,1966,13339.384
New Zealand,NZL,1967,13355.975
New Zealand,NZL,1968,13963.057
New Zealand,NZL,1969,13700.222
New Zealand,NZL,1970,14545.844
New Zealand,NZL,1971,16078.261
New Zealand,NZL,1972,16674.404
New Zealand,NZL,1973,16160.178
New Zealand,NZL,1974,16775.023
New Zealand,NZL,1975,17927.521
New Zealand,NZL,1976,16595.656
New Zealand,NZL,1977,15722.57
New Zealand,NZL,1978,16616.527
New Zealand,NZL,1979,19128.906
New Zealand,NZL,1980,20051.102
New Zealand,NZL,1981,20235.043
New Zealand,NZL,1982,18826.426
New Zealand,NZL,1983,19972.48
New Zealand,NZL,1984,20489.256
New Zealand,NZL,1985,19660.656
New Zealand,NZL,1986,21797.258
New Zealand,NZL,1987,21523.877
New Zealand,NZL,1988,22346.605
New Zealand,NZL,1989,22287.035
New Zealand,NZL,1990,22733.436
New Zealand,NZL,1991,22075.588
New Zealand,NZL,1992,20204.879
New Zealand,NZL,1993,22079.121
New Zealand,NZL,1994,23594.572
New Zealand,NZL,1995,24583.354
New Zealand,NZL,1996,23094.744
New Zealand,NZL,1997,20589.725
New Zealand,NZL,1998,22205.273
New Zealand,NZL,1999,20413.795
New Zealand,NZL,2000,21664.412
New Zealand,NZL,2001,19107.164
New Zealand,NZL,2002,20946.447
New Zealand,NZL,2003,19471.9
New Zealand,NZL,2004,21853.275
New Zealand,NZL,2005,19191.807
New Zealand,NZL,2006,19210.275
New Zealand,NZL,2007,19279.56
New Zealand,NZL,2008,18621.371
New Zealand,NZL,2009,20244.898
New Zealand,NZL,2010,20980.314
New Zealand,NZL,2011,21329.912
New Zealand,NZL,2012,19917.963
New Zealand,NZL,2013,19900.008
New Zealand,NZL,2014,20852.04
New Zealand,NZL,2015,20948.13
New Zealand,NZL,2016,21277.863
New Zealand,NZL,2017,20268.504
New Zealand,NZL,2018,20313.902
New Zealand,NZL,2019,19559.182
New Zealand,NZL,2020,18464.74
New Zealand,NZL,2021,18325.025
North America,,1965,3463.14
North America,,1966,3565.9304
North America,,1967,3815.3015
North America,,1968,3818.3857
North America,,1969,4175.9214
North America,,1970,4163.623
North America,,1971,4320.842
North America,,1972,4510.166
North America,,1973,4575.462
North America,,1974,4913.23
North America,,1975,4740.605
North America,,1976,4673.7163
North America,,1977,4155.7173
North America,,1978,4708.4497
North America,,1979,4734.1562
North America,,1980,4676.904
North America,,1981,4687.517
North America,,1982,4923.8096
North America,,1983,5111.6865
North America,,1984,5184.009
North America,,1985,4981.8413
North America,,1986,5025.0215
North America,,1987,4726.639
North America,,1988,4429.047
North America,,1989,4665.531
North America,,1990,4825.1846
North America,,1991,4814.7075
North America,,1992,4616.505
North America,,1993,4797.502
North America,,1994,4590.6953
North America,,1995,4940.051
North America,,1996,5276.4473
North America,,1997,5195.7783
North America,,1998,4798.7505
North America,,1999,4859.4004
North America,,2000,4608.546
North America,,2001,3987.0781
North America,,2002,4338.4556
North America,,2003,4235.0137
North America,,2004,4192.8735
North America,,2005,4318.982
North America,,2006,4369.7285
North America,,2007,4188.2876
North America,,2008,4385.4277
North America,,2009,4430.494
North America,,2010,4397.5293
North America,,2011,4895.762
North America,,2012,4764.4214
North America,,2013,4890.486
North America,,2014,4932.8374
North America,,2015,4951.708
North America,,2016,5255.6777
North America,,2017,5620.3164
North America,,2018,5653.683
North America,,2019,5687.4033
North America,,2020,5969.355
North America,,2021,6179.8994
North Macedonia,MKD,1990,710.25104
North Macedonia,MKD,1991,1231.1769
North Macedonia,MKD,1992,1242.5654
North Macedonia,MKD,1993,772.97375
North Macedonia,MKD,1994,1036.6461
North Macedonia,MKD,1995,1193.8423
North Macedonia,MKD,1996,1260.3566
North Macedonia,MKD,1997,1327.8301
North Macedonia,MKD,1998,1590.9923
North Macedonia,MKD,1999,2029.4972
North Macedonia,MKD,2000,1697.6346
North Macedonia,MKD,2001,895.6186
North Macedonia,MKD,2002,1070.139
North Macedonia,MKD,2003,1923.9409
North Macedonia,MKD,2004,2057.253
North Macedonia,MKD,2005,2055.2656
North Macedonia,MKD,2006,2255.9995
North Macedonia,MKD,2007,1370.725
North Macedonia,MKD,2008,1131.4434
North Macedonia,MKD,2009,1697.1749
North Macedonia,MKD,2010,3222.5686
North Macedonia,MKD,2011,1886.5839
North Macedonia,MKD,2012,1363.2539
North Macedonia,MKD,2013,2065.2637
North Macedonia,MKD,2014,1662.1199
North Macedonia,MKD,2015,2596.5986
North Macedonia,MKD,2016,2630.4805
North Macedonia,MKD,2017,1646.1143
North Macedonia,MKD,2018,2474.4912
North Macedonia,MKD,2019,1689.9717
North Macedonia,MKD,2020,1850.1648
North Macedonia,MKD,2021,2047.6143
Norway,NOR,1965,39271.824
Norway,NOR,1966,38404.617
Norway,NOR,1967,41648.008
Norway,NOR,1968,46648.74
Norway,NOR,1969,44092.07
Norway,NOR,1970,44106.676
Norway,NOR,1971,47916.73
Norway,NOR,1972,50686.23
Norway,NOR,1973,54401.156
Norway,NOR,1974,56831.832
Norway,NOR,1975,57059.42
Norway,NOR,1976,60172.855
Norway,NOR,1977,52671.047
Norway,NOR,1978,58797.312
Norway,NOR,1979,64400.06
Norway,NOR,1980,60513.01
Norway,NOR,1981,66955.734
Norway,NOR,1982,66469.69
Norway,NOR,1983,75696.38
Norway,NOR,1984,75636.83
Norway,NOR,1985,72908.17
Norway,NOR,1986,68278.516
Norway,NOR,1987,72950.01
Norway,NOR,1988,76484.94
Norway,NOR,1989,82846.97
Norway,NOR,1990,84614.59
Norway,NOR,1991,76569.91
Norway,NOR,1992,80651.97
Norway,NOR,1993,81942.28
Norway,NOR,1994,76321.99
Norway,NOR,1995,82647.03
Norway,NOR,1996,70315.02
Norway,NOR,1997,73858.83
Norway,NOR,1998,77396.16
Norway,NOR,1999,80688.93
Norway,NOR,2000,93577.69
Norway,NOR,2001,78601.54
Norway,NOR,2002,83408.16
Norway,NOR,2003,67382.836
Norway,NOR,2004,68676.2
Norway,NOR,2005,84578.195
Norway,NOR,2006,73528.34
Norway,NOR,2007,81048.17
Norway,NOR,2008,82743.555
Norway,NOR,2009,73170.35
Norway,NOR,2010,66999.2
Norway,NOR,2011,67928.1
Norway,NOR,2012,78490.03
Norway,NOR,2013,70008.625
Norway,NOR,2014,72748.92
Norway,NOR,2015,72707.25
Norway,NOR,2016,74042.4
Norway,NOR,2017,73171.6
Norway,NOR,2018,71306.55
Norway,NOR,2019,64605.684
Norway,NOR,2020,73746.31
Norway,NOR,2021,75242.4
Oceania,,1965,3244.4958
Oceania,,1966,3250.6318
Oceania,,1967,3264.8193
Oceania,,1968,3371.0916
Oceania,,1969,3404.1892
Oceania,,1970,3695.262
Oceania,,1971,4045.0225
Oceania,,1972,4089.6753
Oceania,,1973,4103.8086
Oceania,,1974,4404.6685
Oceania,,1975,4693.034
Oceania,,1976,4367.676
Oceania,,1977,4110.755
Oceania,,1978,4335.2314
Oceania,,1979,4578.137
Oceania,,1980,4544.1035
Oceania,,1981,4566.091
Oceania,,1982,4202.9487
Oceania,,1983,4228.5396
Oceania,,1984,4385.388
Oceania,,1985,4328.5195
Oceania,,1986,4566.2573
Oceania,,1987,4429.479
Oceania,,1988,4593.2783
Oceania,,1989,4528.3594
Oceania,,1990,4610.4355
Oceania,,1991,4609.9956
Oceania,,1992,4366.8438
Oceania,,1993,4620.3594
Oceania,,1994,4761.1514
Oceania,,1995,4817.6294
Oceania,,1996,4644.2695
Oceania,,1997,4295.6357
Oceania,,1998,4453.1006
Oceania,,1999,4235.806
Oceania,,2000,4342.5264
Oceania,,2001,3948.7507
Oceania,,2002,4202.8345
Oceania,,2003,4057.5994
Oceania,,2004,4383.679
Oceania,,2005,4137.933
Oceania,,2006,4122.765
Oceania,,2007,4004.0547
Oceania,,2008,3761.0947
Oceania,,2009,3964.945
Oceania,,2010,4142.0854
Oceania,,2011,4745.3623
Oceania,,2012,4487.293
Oceania,,2013,4786.4653
Oceania,,2014,4646.2266
Oceania,,2015,4811.2056
Oceania,,2016,5180.511
Oceania,,2017,4839.76
Oceania,,2018,5434.8286
Oceania,,2019,5651.3057
Oceania,,2020,6013.661
Oceania,,2021,6703.9907
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.8588016
Oman,OMN,2014,0.81062096
Oman,OMN,2015,2.3789923
Oman,OMN,2016,2.5516183
Oman,OMN,2017,9.117362
Oman,OMN,2018,9.034617
Oman,OMN,2019,14.465869
Oman,OMN,2020,182.85756
Pakistan,PAK,1965,125.28261
Pakistan,PAK,1966,122.08506
Pakistan,PAK,1967,140.89604
Pakistan,PAK,1968,164.85115
Pakistan,PAK,1969,169.25146
Pakistan,PAK,1970,145.68898
Pakistan,PAK,1971,185.24986
Pakistan,PAK,1972,189.82457
Pakistan,PAK,1973,194.74425
Pakistan,PAK,1974,190.24573
Pakistan,PAK,1975,212.5365
Pakistan,PAK,1976,223.84648
Pakistan,PAK,1977,257.7509
Pakistan,PAK,1978,309.97525
Pakistan,PAK,1979,323.80197
Pakistan,PAK,1980,325.95712
Pakistan,PAK,1981,325.6554
Pakistan,PAK,1982,351.5951
Pakistan,PAK,1983,392.7019
Pakistan,PAK,1984,394.39062
Pakistan,PAK,1985,396.5314
Pakistan,PAK,1986,365.9958
Pakistan,PAK,1987,464.4304
Pakistan,PAK,1988,470.10822
Pakistan,PAK,1989,461.89383
Pakistan,PAK,1990,437.7399
Pakistan,PAK,1991,453.5334
Pakistan,PAK,1992,481.93118
Pakistan,PAK,1993,516.5975
Pakistan,PAK,1994,492.51218
Pakistan,PAK,1995,505.28003
Pakistan,PAK,1996,534.30475
Pakistan,PAK,1997,385.94934
Pakistan,PAK,1998,490.0226
Pakistan,PAK,1999,424.795
Pakistan,PAK,2000,355.49576
Pakistan,PAK,2001,354.99585
Pakistan,PAK,2002,383.81522
Pakistan,PAK,2003,447.39148
Pakistan,PAK,2004,462.83102
Pakistan,PAK,2005,504.1274
Pakistan,PAK,2006,483.383
Pakistan,PAK,2007,492.38016
Pakistan,PAK,2008,413.20926
Pakistan,PAK,2009,422.3233
Pakistan,PAK,2010,425.68942
Pakistan,PAK,2011,425.3388
Pakistan,PAK,2012,146.87656
Pakistan,PAK,2013,421.84018
Pakistan,PAK,2014,428.34998
Pakistan,PAK,2015,432.14243
Pakistan,PAK,2016,461.96805
Pakistan,PAK,2017,421.13412
Pakistan,PAK,2018,416.3443
Pakistan,PAK,2019,485.207
Pakistan,PAK,2020,516.6553
Pakistan,PAK,2021,491.80243
Peru,PER,1965,658.833
Peru,PER,1966,689.26587
Peru,PER,1967,750.52264
Peru,PER,1968,782.80505
Peru,PER,1969,828.2151
Peru,PER,1970,770.9502
Peru,PER,1971,963.0761
Peru,PER,1972,968.2655
Peru,PER,1973,1010.9917
Peru,PER,1974,1080.7322
Peru,PER,1975,1101.8998
Peru,PER,1976,1131.7458
Peru,PER,1977,1145.6897
Peru,PER,1978,1141.6908
Peru,PER,1979,1192.3794
Peru,PER,1980,1200.5114
Peru,PER,1981,1332.0449
Peru,PER,1982,1377.4025
Peru,PER,1983,1297.8861
Peru,PER,1984,1357.8997
Peru,PER,1985,1432.2432
Peru,PER,1986,1496.3501
Peru,PER,1987,1577.0739
Peru,PER,1988,1478.2031
Peru,PER,1989,1458.1718
Peru,PER,1990,1419.8162
Peru,PER,1991,1523.5477
Peru,PER,1992,1261.5315
Peru,PER,1993,1498.5809
Peru,PER,1994,1587.4663
Peru,PER,1995,1583.2771
Peru,PER,1996,1599.3806
Peru,PER,1997,1559.941
Peru,PER,1998,1597.1155
Peru,PER,1999,1654.788
Peru,PER,2000,1813.5548
Peru,PER,2001,1934.9463
Peru,PER,2002,1948.2083
Peru,PER,2003,1968.5947
Peru,PER,2004,1828.1287
Peru,PER,2005,1868.3848
Peru,PER,2006,2003.7296
Peru,PER,2007,1979.3842
Peru,PER,2008,1910.366
Peru,PER,2009,1966.8625
Peru,PER,2010,1977.7184
Peru,PER,2011,2090.636
Peru,PER,2012,2107.9082
Peru,PER,2013,2145.047
Peru,PER,2014,2158.8494
Peru,PER,2015,2243.5835
Peru,PER,2016,2219.854
Peru,PER,2017,2610.2507
Peru,PER,2018,2762.8606
Peru,PER,2019,2770.536
Peru,PER,2020,2664.5195
Peru,PER,2021,2741.8745
Philippines,PHL,1965,139.71219
Philippines,PHL,1966,133.3528
Philippines,PHL,1967,143.50644
Philippines,PHL,1968,143.08693
Philippines,PHL,1969,147.13138
Philippines,PHL,1970,165.63934
Philippines,PHL,1971,148.76631
Philippines,PHL,1972,165.58397
Philippines,PHL,1973,173.73291
Philippines,PHL,1974,146.5337
Philippines,PHL,1975,158.47081
Philippines,PHL,1976,190.10706
Philippines,PHL,1977,140.07608
Philippines,PHL,1978,181.3132
Philippines,PHL,1979,218.99223
Philippines,PHL,1980,334.92273
Philippines,PHL,1981,447.61758
Philippines,PHL,1982,439.10464
Philippines,PHL,1983,498.6426
Philippines,PHL,1984,581.2398
Philippines,PHL,1985,613.5869
Philippines,PHL,1986,605.2378
Philippines,PHL,1987,514.5044
Philippines,PHL,1988,569.7533
Philippines,PHL,1989,590.3139
Philippines,PHL,1990,565.4332
Philippines,PHL,1991,500.5115
Philippines,PHL,1992,454.00168
Philippines,PHL,1993,468.4064
Philippines,PHL,1994,521.3129
Philippines,PHL,1995,517.4854
Philippines,PHL,1996,554.3445
Philippines,PHL,1997,529.176
Philippines,PHL,1998,540.6454
Philippines,PHL,1999,698.283
Philippines,PHL,2000,718.9813
Philippines,PHL,2001,631.79016
Philippines,PHL,2002,605.47394
Philippines,PHL,2003,604.7393
Philippines,PHL,2004,628.6899
Philippines,PHL,2005,594.4535
Philippines,PHL,2006,648.5854
Philippines,PHL,2007,581.69775
Philippines,PHL,2008,621.88495
Philippines,PHL,2009,594.1849
Philippines,PHL,2010,511.07483
Philippines,PHL,2011,557.2681
Philippines,PHL,2012,569.9522
Philippines,PHL,2013,534.4544
Philippines,PHL,2014,519.4415
Philippines,PHL,2015,538.0407
Philippines,PHL,2016,553.19415
Philippines,PHL,2017,572.85364
Philippines,PHL,2018,563.7187
Philippines,PHL,2019,521.3628
Philippines,PHL,2020,502.03165
Philippines,PHL,2021,521.63635
Poland,POL,1965,87.51128
Poland,POL,1966,87.94734
Poland,POL,1967,93.5056
Poland,POL,1968,97.50507
Poland,POL,1969,82.552284
Poland,POL,1970,167.01587
Poland,POL,1971,151.69109
Poland,POL,1972,152.66843
Poland,POL,1973,150.80362
Poland,POL,1974,209.2071
Poland,POL,1975,193.45158
Poland,POL,1976,159.17224
Poland,POL,1977,191.91144
Poland,POL,1978,189.42677
Poland,POL,1979,173.62015
Poland,POL,1980,217.83002
Poland,POL,1981,200.2111
Poland,POL,1982,149.80771
Poland,POL,1983,167.19159
Poland,POL,1984,142.76688
Poland,POL,1985,181.38248
Poland,POL,1986,153.72859
Poland,POL,1987,146.79967
Poland,POL,1988,148.15234
Poland,POL,1989,134.07286
Poland,POL,1990,114.690926
Poland,POL,1991,117.34267
Poland,POL,1992,125.75765
Poland,POL,1993,119.906265
Poland,POL,1994,137.7772
Poland,POL,1995,150.94693
Poland,POL,1996,159.74698
Poland,POL,1997,165.22646
Poland,POL,1998,196.5036
Poland,POL,1999,182.51205
Poland,POL,2000,180.43831
Poland,POL,2001,214.38725
Poland,POL,2002,211.99687
Poland,POL,2003,180.8766
Poland,POL,2004,240.43353
Poland,POL,2005,313.2887
Poland,POL,2006,361.80127
Poland,POL,2007,451.73392
Poland,POL,2008,649.4613
Poland,POL,2009,869.61694
Poland,POL,2010,1043.4899
Poland,POL,2011,1227.7501
Poland,POL,2012,1542.1097
Poland,POL,2013,1529.3765
Poland,POL,2014,1728.0856
Poland,POL,2015,1893.0917
Poland,POL,2016,1822.5667
Poland,POL,2017,1937.4983
Poland,POL,2018,1852.4308
Poland,POL,2019,2151.1484
Poland,POL,2020,2293.1719
Poland,POL,2021,2500.0437
Portugal,PRT,1965,1395.0658
Portugal,PRT,1966,1828.3942
Portugal,PRT,1967,1899.1571
Portugal,PRT,1968,1821.5289
Portugal,PRT,1969,2230.2703
Portugal,PRT,1970,2044.7809
Portugal,PRT,1971,2149.4246
Portugal,PRT,1972,2412.9182
Portugal,PRT,1973,2489.226
Portugal,PRT,1974,2612.6575
Portugal,PRT,1975,2141.5068
Portugal,PRT,1976,1595.8186
Portugal,PRT,1977,3194.4521
Portugal,PRT,1978,3414.878
Portugal,PRT,1979,3508.1223
Portugal,PRT,1980,2526.3958
Portugal,PRT,1981,1606.4023
Portugal,PRT,1982,2180.0527
Portugal,PRT,1983,2516.701
Portugal,PRT,1984,3014.053
Portugal,PRT,1985,3337.737
Portugal,PRT,1986,2707.9705
Portugal,PRT,1987,2896.6445
Portugal,PRT,1988,3816.7683
Portugal,PRT,1989,1928.3531
Portugal,PRT,1990,2926.9258
Portugal,PRT,1991,2937.6272
Portugal,PRT,1992,1661.4559
Portugal,PRT,1993,2818.777
Portugal,PRT,1994,3457.8428
Portugal,PRT,1995,2784.7825
Portugal,PRT,1996,4650.5884
Portugal,PRT,1997,4177.3154
Portugal,PRT,1998,4134.0137
Portugal,PRT,1999,2524.6296
Portugal,PRT,2000,3722.7812
Portugal,PRT,2001,4490.555
Portugal,PRT,2002,2761.0027
Portugal,PRT,2003,4940.641
Portugal,PRT,2004,3425.1636
Portugal,PRT,2005,2290.148
Portugal,PRT,2006,4353.776
Portugal,PRT,2007,4539.068
Portugal,PRT,2008,4104.837
Portugal,PRT,2009,5147.358
Portugal,PRT,2010,7892.914
Portugal,PRT,2011,6752.275
Portugal,PRT,2012,5481.6187
Portugal,PRT,2013,8115.8535
Portugal,PRT,2014,8663.698
Portugal,PRT,2015,6872.1245
Portugal,PRT,2016,8825.809
Portugal,PRT,2017,6279.6885
Portugal,PRT,2018,8043.7773
Portugal,PRT,2019,7518.719
Portugal,PRT,2020,8159.3315
Portugal,PRT,2021,8444.289
